index	track	track_id	artist	artist_id	album	album_id	release_date	duration	explicit	danceability	energy	key	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo	time_signature	playcount	yt_views	genres
81	Can't Hold Us - feat. Ray Dalton	3bidbhpOYeV4knp8AIu8Xn	Macklemore & Ryan Lewis	5BcAKTbp20cv7tC5VqPFoC	The Heist	76FXHQhTuT4QMIxfL09gX8	2012-10-09	04:18	False	0.641	0.922	2	-4.457	1	0.0786	0.0	0.0862	0.847	146.078	4	1369943816	932282083	
82	Ride	2Z8WuEywRWYTKe1NybPQEW	Twenty One Pilots	3YQKmKGau1PzlVlkL1iodx	Blurryface	3cQO7jp5S9qLBoIVtbkSM1	2015-05-15	03:35	False	0.645	0.713	6	-5.355	1	0.0393	0.0	0.113	0.566	74.989	4	1203390092	1207797501	alternative hip hop,reggae,dub,rock,electropop
83	Hotline Bling	1UfBAJfmofTffrae5ls6DA	Drake	3TVXtAsR1Inumwj472S9r4	Hotline Bling	2rTxwqA6v4lccbPKD31CQI	2015-07-31	04:27	False	0.893	0.639	2	-7.857	1	0.0549	0.000315	0.0382	0.579	134.963	4	1022602122	1792461220	pop,r&b
84	Panda	46THN9jjPWhSqFUu6YsBhv	Desiigner	7pFeBzX627ff0VnN6bxPR4	Panda	6SK5vZcB1MiTtzdVtFilLo	2016-02-26	04:8	True	0.679	0.734	10	-5.542	0	0.444	1.65e-06	0.369	0.245	145.028	4	1016829850	466371477	hip hop,trap
85	In My Feelings	0bAkKNCQfWkexHFn7fIKns	Drake	3TVXtAsR1Inumwj472S9r4	Scorpion	2o9McLtDM7mbODV7yZF2mc	2018-06-29	03:38	True	0.735	0.482	8	-9.445	1	0.139	0.0144	0.448	0.315	181.995	4	1175471003	274896288	bounce
86	In the Name of Love	23L5CiUhw2jV1OIMwthR3S	Martin Garrix	60d24wfXkVzDSfLS6hyCjZ	In the Name of Love	1FOJ5IXGXe8dl0cXvCU6wK	2016-07-29	03:16	False	0.501	0.519	4	-5.88	0	0.0409	0.0	0.454	0.168	133.99	4	1088256982	667666841	future bass
87	Cake By The Ocean	2Aa1wE8ofs2tu59TOQrZKW	DNCE	6T5tfhQCknKG4UnH90qGnz	SWAAY	2EGptGE7CCkr1dCO0QRGLQ	2015-10-23	03:38	True	0.774	0.765	4	-5.503	0	0.0517	0.0	0.0523	0.908	119.018	4	1127122900	439083461	nu-disco,funk
88	Me, Myself & I	40YcuQysJ0KlGQTeGUosTC	G-Eazy	02kJSzxNuaWGqwubyUba0Z	When It's Dark Out	09Q3WwGYsQe5ognkvVkmCu	2015-12-04	04:11	True	0.756	0.674	0	-6.518	0	0.0959	0.0	0.158	0.389	111.995	4	999341194	23157854	pop-rap
89	Where Are Ü Now (with Justin Bieber)	66hayvUbTotekKU3H4ta1f	Jack Ü	1HxJeLhIuegM3KgvPn8sTa	Skrillex and Diplo present Jack Ü	6bfkwBrGYKJFk6Z4QVyjxd	2015-02-24	04:10	False	0.432	0.781	4	-4.038	0	0.0567	4.21e-06	0.0789	0.197	139.432	4	932532012	1195847587	edm
90	Lush Life	0r4SsYcwvd8URat6AS2m6f	Zara Larsson	1Xylc3o4UrD53lo9CvFvVg	Lush Life	6x3lObhgC3H0KpOfePojFG	2015-06-09	03:21	False	0.694	0.712	7	-3.923	0	0.046	0.0	0.211	0.799	98.022	4	1029170655	749978352	electropop
91	i hate u, i love u (feat. olivia o'brien)	7vRriwrloYVaoAe3a9wJHe	gnash	3iri9nBFs9e4wN7PLIetAw	us	3L0H4RjVXpEkwfDgi3XOdf	2016-03-25	04:11	True	0.492	0.275	6	-13.4	0	0.3	0.0	0.101	0.18	92.6	4	1131954172	636624849	pop
92	"Love Me Like You Do - From ""Fifty Shades Of Grey"""	7y2YUIyCuVhBidENVT0068	Ellie Goulding	0X2BH1fck6amBIoJhDVmmJ	"Love Me Like You Do (From ""Fifty Shades Of Grey"")"	2YLHkrwyRBsjBgSAySg0es	2015-01-07	04:13	False	0.258	0.631	5	-6.617	0	0.0541	0.0	0.127	0.266	189.583	4	1138703817	2226150596	electropop
93	Demons	2Oehrcv4Kov0SuIgWyQY9e	Imagine Dragons	53XhwfbYqKCa1cC15pYq2q	Night Visions (Deluxe)	1vAEF8F0HoRFGiYOEeJXHW	2012-09-04	02:55	False	0.327	0.71	3	-2.928	1	0.0547	9e-05	0.28	0.416	179.561	4	1292146209	946644516	pop rock
94	1-800-273-8255	5aFQU3VPCQ3YGfKBA4tLfj	Logic	4xRYI6VqpkE3UwrDrAZL8L	Everybody	1sweBli5bv5QIothRFFMsf	2017-05-05	04:10	True	0.627	0.572	5	-7.738	0	0.0373	1.52e-06	0.198	0.361	100.041	4	1092282096	431336060	
95	I Feel It Coming	4RepvCWqsP6zBuzvwYibAS	The Weeknd	1Xyo4u8uXC1ZmMpatF05PJ	Starboy	09fggMHib4YkOtwQNXEBII	2016-11-25	04:29	False	0.769	0.813	0	-5.9	0	0.143	0.0	0.0952	0.567	92.985	4	1184725212	924908538	disco,pop
96	Riptide	1KqlVt63Q4bl1VdSlymr5C	Vance Joy	10exVja0key0uqUkk6LJRT	Riptide	2rn4ILhjtOrEnyYlHTUDVz	2013-05-21	03:24	False	0.484	0.731	1	-6.694	1	0.0379	0.0	0.151	0.51	101.654	4	1376282880	463098119	indie folk,folk-pop
97	Stay (with Alessia Cara)	0dA2Mk56wEzDgegdC6R17g	Zedd	2qxJFvFYMEDqd7ui6kSAcq	Stay	0VMGOBhLrC5Q2bfZnrocVN	2017-02-23	03:30	False	0.679	0.634	5	-5.024	0	0.0654	0.0	0.115	0.498	102.013	4	999812707	456837041	edm,dance-pop
98	There's Nothing Holdin' Me Back	79cuOz3SPQTuFrp8WgftAu	Shawn Mendes	7n2wHs1TKAczGzO7Dd2rGr	Illuminate (Deluxe)	5yYFrOnqG8cEciKnsxHz2r	2017-04-20	03:19	False	0.857	0.8	2	-4.035	1	0.0583	0.0	0.0913	0.966	121.996	4	1201594072	1038957462	pop rock,folktronica
99	I Fall Apart	2mdxJLJHzFmiiYdTZ8JcyH	Post Malone	246dkjvS1zLTtiykXe5h60	Stoney	7J0uECwRkAFLiZljgYFq1w	2016-12-09	03:43	True	0.565	0.55	8	-5.357	0	0.0397	0.0	0.196	0.302	143.927	4	1281201425	235088372	hip hop
100	Too Good	11KJSRSgaDxqydKYiD2Jew	Drake	3TVXtAsR1Inumwj472S9r4	Views	3hARKC8cinq3mZLLAEaBh9	2016-05-06	04:23	True	0.804	0.648	7	-7.805	1	0.117	3.49e-05	0.102	0.392	117.983	4	862246741	858958	dancehall
101	Mask Off	3rOSwuTsUlJp0Pu0MkN8r8	Future	1RyvyyTE3xzB2ZywiAwp0i	FUTURE	4YtTX4GPvBvewbJvBfXCS2	2017-08-04	03:25	True	0.833	0.434	2	-8.795	1	0.431	0.0219	0.165	0.281	150.062	4	1108956255	513898943	hip hop,trap
102	Starving	2zDt2TfQbxiSPjTVJTgbwz	Hailee Steinfeld	5p7f24Rk5HkUZsaS3BLG5F	Starving	2tFh3iUeee68gorjYVoqea	2016-07-22	03:2	False	0.724	0.628	4	-4.219	1	0.0962	0.0	0.105	0.524	99.898	4	996615895	287724633	pop rock,edm
103	Silence	7vGuf3Y35N4wmASOKLUVVU	Marshmello	64KEffDW9EtZ1y2vBYgq8T	Silence	2bw00gRKNKbTFOqCkohbSh	2017-08-11	03:1	False	0.52	0.761	4	-3.093	1	0.0853	4.96e-06	0.17	0.286	141.971	4	1141035968	455427248	dance
104	Fast Car	6OZh916QF8XNunWaP97WEZ	Jonas Blue	1HBjj22wzbscIZ9sEb5dyf	Fast Car	5jfuIbTeaLhBZxsCVv3QyM	2015-12-04	03:32	False	0.459	0.587	9	-6.983	1	0.0785	0.0	0.307	0.581	113.901	4	905530811	490480866	folk rock
105	Rather Be (feat. Jess Glynne)	3s4U7OHV7gnj42VV72eSZ6	Clean Bandit	6MDME20pz9RveH9rEXvrOM	Rather Be (feat. Jess Glynne)	4UB0J5V3JsZZtNR360pZ6r	2014-01-17	03:48	False	0.799	0.586	11	-6.735	1	0.0377	2.03e-06	0.193	0.549	120.97	4	959369892	660397861	classical crossover,house,dance-pop,euro house,deep house
106	PILLOWTALK	0IKK48xF4eEdfofyaeKWWO	ZAYN	5ZsFI1h6hIdQRw2ti0hz81	PILLOWTALK	6BUAjgcgWhtTgRXVqCwF4u	2016-08-22	03:24	True	0.588	0.702	11	-4.271	1	0.0496	0.0	0.089	0.429	124.909	4	995870561	1087341041	alternative r&b,electronic
107	Castle on the Hill	66qlqxhEMpSHOzjRK4il0b	Ed Sheeran	6eUKZXaKkcviH0Ku9w2n3V	Castle on the Hill	5YnGwVQx2OQ4CpcQeVDthP	2017-01-06	04:21	False	0.461	0.834	2	-4.868	1	0.0989	1.14e-05	0.14	0.471	135.007	4	1010469070	478423387	folk,pop,rock
108	Paris	15vzANxN8G9wWfwAJLLMCg	The Chainsmokers	69GGBxA162lTqCwzJG5jLp	Paris	64vx3cUb97lQGlgt8zozWL	2017-01-13	03:42	False	0.646	0.644	2	-6.763	1	0.031	0.0	0.0888	0.251	99.999	4	921895418	386891607	edm,pop,synth-pop
109	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	6kex4EBAj0WHXDKZMEJaaF	Jason Derulo	07YZf4WDAMNwqr4jfgOZ8y	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	2e5CxfyEwBW115beiwh7Mc	2017-02-23	03:36	True	0.696	0.817	1	-3.862	1	0.109	0.0	0.187	0.782	98.064	4	915865837	1643360376	dancehall
110	Sugar (feat. Francesco Yates)	5tf1VVWniHgryyumXyJM7w	Robin Schulz	3t5xRXzsuZmMDkQzgOX35S	Sugar	5XyJzEROSmup2TcWmVjTIt	2015-09-25	03:39	False	0.636	0.815	5	-5.098	0	0.0581	0.0	0.163	0.636	123.063	4	928285343	647319446	deep house,edm,dance-pop
111	One Kiss (with Dua Lipa)	7ef4DlsgrMEH11cDZd32M6	Calvin Harris	7CajNmpbOovFoOoasH2HaY	One Kiss (with Dua Lipa)	7GEzhoTiqcPYkOprWQu581	2018-04-06	03:35	False	0.791	0.862	9	-3.24	0	0.11	2.19e-05	0.0814	0.592	123.994	4	1276040206	748654563	dance-pop,diva house,tropical house
112	IDGAF	7LOnWbR6p2YqaGDWQPP8jJ	Dua Lipa	6M2wZ9GZgrQXHCFfjv46we	Dua Lipa	7kYBLI9MzERZtMMByoZtOs	2017-06-02	03:38	True	0.835	0.552	7	-5.662	1	0.0871	0.0	0.0767	0.531	97.004	4	1198888419	736624361	pop
113	Roses (feat. ROZES)	3FWPoYBDserKdzcattMFGa	The Chainsmokers	69GGBxA162lTqCwzJG5jLp	Bouquet	5uJqpJth89JzqPFt6vEzwF	2015-10-23	03:46	False	0.718	0.808	4	-7.652	1	0.0473	0.00414	0.225	0.309	100.033	4	848622484	300747005	dance-pop
114	Trap Queen	3twQx3psUMJKj4wna5d1zU	Fetty Wap	6PXS4YHDkKvl1wkIl4V8DL	Trap Queen	67ji7he2Wbq7qjF2SeowDz	2014-12-15	03:42	True	0.746	0.873	7	-3.803	1	0.128	0.0	0.354	0.817	148.075	4	890894706	755859566	r&b,trap
115	Galway Girl	0afhq8XCExXpqazXczTSve	Ed Sheeran	6eUKZXaKkcviH0Ku9w2n3V	÷ (Deluxe)	3T4tUhGYeRNVUGevb0wThu	2017-03-03	02:51	False	0.624	0.876	9	-3.374	1	0.1	0.0	0.327	0.781	99.943	4	993866098	535799535	pop,irish folk,hip hop
116	Location	152lZdxL1OR0ZMW6KquMif	Khalid	6LuN9FCkKOj5PcnpouEgny	American Teen	6kf46HbnYCZzP6rjvQHYzg	2017-04-27	03:39	False	0.736	0.449	1	-11.462	0	0.425	0.000162	0.0898	0.326	80.126	4	1089422856	516887696	alternative r&b
117	Firestone	2sNvitW3TxiTeC9xT9f2ZZ	Kygo	23fqKkggKUBHNkbKtXEls4	Firestone	4JVCsRgCU1j17JcNGdwXNw	2015-06-24	04:34	False	0.486	0.652	11	-7.226	0	0.052	6.63e-05	0.077	0.391	113.055	4	868244259	793512036	deep house,tropical house
118	"Happy - From ""Despicable Me 2"""	5b88tNINg4Q4nrRbrCXUmg	Pharrell Williams	2RdwBSPQiwcmiDo9kixcl8	G I R L	2lkQd5T32QHDOfFkEIPJKz	2014-03-03	03:53	False	0.647	0.822	5	-4.662	0	0.183	0.0	0.0908	0.962	160.019	4	969417225	5061012	soul,neo soul,disco
119	Want to Want Me	7oGZAicScQt96OAW4AruYy	Jason Derulo	07YZf4WDAMNwqr4jfgOZ8y	Everything Is 4	59eUYETmE1zi31ESb3SUkI	2015-05-29	03:28	False	0.775	0.68	0	-5.508	0	0.0629	0.0	0.109	0.656	114.025	4	825554581	429835324	pop,disco
120	How Deep Is Your Love	22mek4IiqubGD9ctzxc69s	Calvin Harris	7CajNmpbOovFoOoasH2HaY	How Deep Is Your Love	3cG32DOXJoYlOHMmJIaQsm	2015-07-17	03:33	False	0.738	0.868	11	-4.373	0	0.0731	0.00169	0.388	0.336	122.003	4	829781187	1474057852	deep house
121	Middle	2Fn3coxd0xAZ09JtrgcgHa	DJ Snake	540vIaP2JwjQb9dm3aArA4	Middle	0d0vGVA9SEIQF6dok7hnK0	2015-10-16	03:41	False	0.604	0.745	9	-4.103	1	0.0385	0.0	0.0542	0.205	104.941	4	851306094	330788555	edm,house,bass music
122	Stole the Show	4iZPNYqzI2L0uwuUKun7Aa	Kygo	23fqKkggKUBHNkbKtXEls4	Stole the Show	26bzHnyTkFBFHUFeRwFDn7	2015-03-23	03:43	False	0.679	0.662	8	-6.069	0	0.174	0.0	0.152	0.438	99.879	4	758685111	4206136	tropical house
123	"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack"	4WGyY671Z37inSpCTBJoIm	The Weeknd	1Xyo4u8uXC1ZmMpatF05PJ	"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]"	28ar4s0wTogBoh3hcMGfzQ	2014-12-23	04:12	False	0.66	0.372	2	-6.025	0	0.0314	0.0	0.0954	0.432	119.946	3	1038495042	684810579	
124	Needed Me	3kfxarilcBr81mb2hmZLeh	Rihanna	5pKCCKE2ajJHZ9KAiaK11H	ANTI	2hNdpum500dG6mDXs87nbc	2016-01-28	03:12	True	0.671	0.314	5	-8.091	0	0.244	0.0	0.0825	0.296	110.898	4	964718520	298568370	electro,r&b
125	Side To Side	4pLwZjInHj3SimIyN9SnOz	Ariana Grande	66CXWjxzNUsdJxJ2JdwvnR	Dangerous Woman	4lVR2fg3DAUQpGVJ6DciHW	2016-05-20	03:46	True	0.648	0.738	6	-5.883	0	0.247	0.0	0.292	0.603	159.145	4	1087495347	1958133824	reggae fusion,dancehall,r&b
126	Bang Bang	7zrYKlgYQv1ELz7LGyjTd1	Jessie J	2gsggkzM5R49q6jpPvazou	Bang Bang	64BkZx3UGRbTlF3VUMxUCi	2014-07-29	03:19	False	0.708	0.752	0	-4.401	0	0.0886	0.0	0.377	0.733	150.058	4	970298400	1747170809	pop,pop soul
127	Summer	7b71WsDLb8gG0cSyDTFAEW	Calvin Harris	7CajNmpbOovFoOoasH2HaY	Summer	0IGsZsrvIe5AQKvMmVobYq	2014-04-30	03:45	False	0.603	0.861	4	-3.565	0	0.0325	0.043	0.1	0.72	127.962	4	949815620	1500814572	
128	Dark Horse	4kgsK0fftHtg9gZOzkU5T2	Katy Perry	6jJ0s89eD6GaHleKKya26X	PRISM (Deluxe)	4lFDt4sVpCni9DRHRmDjgG	2013-01-01	03:36	False	0.645	0.589	6	-6.131	1	0.0523	0.0	0.145	0.35	131.899	4	856619749	3180067930	trap,hip hop,pop-rap,electropop
129	Never Forget You	6WLS56xiRrXjSm9RSdL3zD	Zara Larsson	1Xylc3o4UrD53lo9CvFvVg	Never Forget You	1sd9bVAWxBl0qeVS8tzlzL	2015-09-10	03:33	False	0.583	0.732	11	-5.728	0	0.0457	9.86e-06	0.269	0.276	145.992	4	798073647	499320532	dance,electropop
130	"I See Fire - From ""The Hobbit - The Desolation Of Smaug"""	3B7udSGy2PfgoCniMSb523	Howard Shore	0OcclcP5o8VKH2TRqSY2A7	The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition)	2nsRpsb5aeOhNEWV1MoiHB	2013-01-01	05:1	False	0.581	0.0549	10	-20.514	0	0.0397	0.0	0.0718	0.234	152.037	4	795921983	12766	folk
131	Prayer in C - Robin Schulz Radio Edit	5fnA9mkIfScSqHIpeDyvck	Lilly Wood and The Prick	50OApTJurDusIo9dGTqSU4	Prayer in C	6Ps0kbvAjuz75uK0uuZzWa	2014-05-16	03:9	False	0.763	0.875	9	-5.797	0	0.0262	5.41e-06	0.599	0.8	123.013	4	762360726	666690581	deep house,dance-pop
132	Pompeii	6fNhZRFEkBfgW39W3wKARJ	Bastille	7EQ0qTo7fWT7DPxmxtSYEc	Bad Blood	1jUoeAbO2HCADZ1uiyLYIo	2013-01-01	03:34	False	0.679	0.715	9	-6.383	1	0.0407	0.0	0.271	0.571	127.435	4	986430518	654500284	alternative rock,synth-pop
133	Rude	3tCwjWLicbjsMCvXhN0WOE	MAGIC!	0DxeaLnv6SyYk2DOqkLO8c	Rude	2Qm9AzJHWLG9vbJCeXRaAW	2013-10-11	03:45	False	0.743	0.807	1	-3.78	1	0.0364	0.0	0.309	0.899	144.062	4	939206060	2155525287	reggae fusion
134	Shut Up and Dance	4kbj5MwxO1bq9wjT5g9HaA	WALK THE MOON	6DIS6PRrLS3wbnZsf7vYic	TALKING IS HARD	3mNoFlD1wsoXfkljfFzExT	2014-12-02	03:19	False	0.578	0.866	1	-3.804	1	0.0619	0.0	0.257	0.619	128.038	4	1031031543	376766867	new wave,pop rock,power pop,synth rock
135	Timber (feat. Ke$ha)	1zHlj4dQ8ZAtrayhuDDmkY	Pitbull	0TnOYISbd1XYRBk9myaseg	Timber (feat. Ke$ha)	3X33e7UII5loqrEgauOKEC	2013-10-07	03:24	False	0.587	0.965	11	-4.106	1	0.101	0.0	0.138	0.825	129.972	4	895259064	1331523800	dance-pop,edm,folktronica
136	My House	6Knv6wdA0luoMUuuoYi2i1	Flo Rida	0jnsk9HBra6NMjO2oANoPY	My House	5lkNnHVlnCCCV304t89wOH	2015-04-07	03:12	False	0.688	0.702	7	-4.792	0	0.0499	0.0	0.128	0.74	94.006	4	801975490	312073085	pop-rap
137	Don't Wanna Know	5MFzQMkrl1FOOng9tq6R9r	Maroon 5	04gDigrS5kc9YWfZHwBETP	Don't Wanna Know	0fvTn3WXF39kQs9i3bnNpP	2016-10-11	03:34	False	0.783	0.623	7	-6.126	1	0.08	0.0	0.0975	0.447	100.048	4	794454168	134185242	tropical house
138	No Money	0gb1J5UrTpzaU1s3nupgCd	Galantis	4sTQVOfp9vEMCemLw50sbu	No Money	2f7kOrpFos0njurSOi2zqL	2016-04-01	03:9	False	0.671	0.916	6	-4.014	0	0.0397	0.00762	0.24	0.803	126.01	4	719211223	605091518	progressive house,dance-pop
139	Blame (feat. John Newman)	07nH4ifBxUB4lZcsf44Brn	Calvin Harris	7CajNmpbOovFoOoasH2HaY	Motion	48zisMeiXniWLzOQghbPqS	2014-10-31	03:33	False	0.414	0.857	0	-4.078	0	0.0808	0.00574	0.343	0.348	128.024	4	666499177	771963297	edm
140	A Sky Full of Stars	6HFbq7cewJ7rPiffV0ciil	Coldplay	4gzpq5DPGxSnKTe4SA8HAU	A Sky Full of Stars	5YErGPYkVAaEV04hVFdmvW	2014-05-02	04:28	False	0.545	0.675	6	-6.474	1	0.0279	0.00197	0.209	0.162	124.97	4	800693250	690535923	progressive house
141	I'm Not The Only One	1VbhR6D6zUoSTBzvnRonXO	Sam Smith	2wY79sveU1sp5g7SokKOiI	In The Lonely Hour (Deluxe Edition)	7p7RFI5jtwYDknwhnQgmlp	2014-01-01	03:59	False	0.678	0.491	5	-5.815	1	0.0358	2.78e-05	0.0772	0.519	81.997	4	1129577460	1417019982	soul
142	Sex (Cheat Codes X Kris Kross Amsterdam)	4b7FMWTw3y69EahB3h0Cd4	Cheat Codes	7DMveApC7UnC2NPfPvlHSU	Sex (Cheat Codes X Kris Kross Amsterdam)	0lRbF5JRgJIQ0kKvwmbszy	2016-04-08	03:48	True	0.51	0.692	0	-5.825	1	0.171	0.0	0.138	0.209	102.42	4	618125501	191396992	dancehall,tropical house
143	GDFR (feat. Sage the Gemini & Lookas)	6N9ZOtguCnnrvwH7zD82WJ	Flo Rida	0jnsk9HBra6NMjO2oANoPY	GDFR (feat. Sage The Gemini & Lookas)	2AyPe61zX0w8qipMCFopUA	2014-09-29	03:10	False	0.657	0.827	5	-4.036	1	0.0734	0.00534	0.065	0.69	145.889	4	594936021	345433135	
144	Perfect Strangers	1CUVN2kn7mW5FjkqXTR2W1	Jonas Blue	1HBjj22wzbscIZ9sEb5dyf	Perfect Strangers	163nFrWkhj8FwiwJ11Gu93	2016-06-03	03:17	False	0.742	0.819	1	-5.307	1	0.0487	0.0	0.277	0.709	117.986	4	819073629	718368649	
145	Am I Wrong	2wqaekenSQZm7hxQOYt8oE	Nico & Vinz	0awl5piYwO0CDTHEkCjUhn	Am I Wrong	1uaIXmroQAjO7DB6zZPcpV	2014-01-21	04:8	False	0.725	0.68	8	-5.465	1	0.0306	2.13e-06	0.158	0.76	119.939	4	666738793	518330528	pop,afrobeat
146	The Ocean (feat. Shy Martin)	2CPqh63wRVscbceKcPxwvv	Mike Perry	6lB8vOoI4DRrrVxXwuV19c	The Ocean (feat. Shy Martin)	4pgNeQfSctryAw4e0uESHe	2016-04-15	03:3	False	0.632	0.575	5	-6.478	1	0.029	1.81e-06	0.104	0.188	90.037	4	702453652	162107197	tropical house,deep house
147	Royals	3yvZ1VUso9Xi7EvIyLaj4o	Lorde	163tK9Wjr9P9DmM0AVK7lm	Pure Heroine	3Ywlsvgu3H6L3q9NHydNR3	2013-01-01	03:10	False	0.636	0.436	7	-9.524	1	0.139	0.0	0.135	0.331	84.804	4	857266204	873229872	art pop,electropop
148	Waves - Robin Schulz Radio Edit	4OJKPoqK5oMdPmAuT4V8Lg	Mr. Probz	33W1pnW9zScZtYTnAoWnOT	Waves	4HlYiftFUlOi40yFa0DUqD	2014-02-07	03:23	False	0.83	0.507	5	-9.295	0	0.0369	0.00139	0.0955	0.444	119.999	4	731569136	490383521	soft rock,r&b
149	This Girl - Kungs Vs. Cookin' On 3 Burners	4AOpEhqA7zHxQjkHmRrAp7	Kungs	7keGfmQR4X5w0two1xKZ7d	This Girl (Kungs Vs. Cookin' On 3 Burners)	2c8vURxg70zOZTxyQFSCOS	2016-02-19	03:16	False	0.79	0.705	0	-4.684	0	0.0383	4.81e-05	0.251	0.501	121.969	4	830760193	450878504	funk,soul
150	El Perdón (with Enrique Iglesias)	4Ld3RS6KBXGsvtfmnjxlVl	Nicky Jam	1SupJlEpv7RS2tPNRaHViT	El Perdón (with Enrique Iglesias)	7dXFsFhkgoWcb8uyI722km	2015-04-08	03:27	False	0.622	0.701	8	-5.452	1	0.0559	0.0	0.0955	0.645	179.998	4	693496968	1347903457	latin pop,reggaeton
151	Into You	7yHEDfrJNd0zWOfXwydNH0	Ariana Grande	66CXWjxzNUsdJxJ2JdwvnR	Dangerous Woman	4lVR2fg3DAUQpGVJ6DciHW	2016-05-20	04:4	False	0.636	0.727	9	-5.852	1	0.106	1.12e-06	0.151	0.358	107.988	4	945268574	902200676	dance-pop,house,electro,edm
152	All About That Bass	0ifSeVGUr7py5GggttDhXw	Meghan Trainor	6JL8zeS1NmiOftqZTRgdTz	All About That Bass	2Gf7TGoOt6FyRi7p32OzUM	2014-06-30	03:9	True	0.811	0.879	9	-3.724	1	0.0514	1.91e-06	0.109	0.962	134.064	4	616645390	2486494705	bubblegum pop,doo-wop,hip hop
153	Jumpman	46gjYTEK7W8ZTABcglGP2f	Drake	3TVXtAsR1Inumwj472S9r4	What A Time To Be Alive	7nvi0O7yb3kmeXOwXeR9BQ	2015-09-20	03:26	True	0.853	0.558	1	-7.448	1	0.202	0.0	0.341	0.654	142.079	4	698781654	935846	hip hop,trap
154	Stay (feat. Maty Noyes)	7gBj0VgcuAgkXkiRRYvSmK	Kygo	23fqKkggKUBHNkbKtXEls4	Stay (feat. Maty Noyes)	7CUcBQ9e6MDpsdBzz7wJaT	2015-12-04	03:59	False	0.648	0.736	8	-7.948	1	0.0385	0.000137	0.171	0.378	103.027	4	549953430	73585355	tropical house
155	Waiting For Love	5eCgNATwXgRc4mZx9NymGJ	Avicii	1vCWHaC5f2uS3yhpwWbIA6	Waiting For Love	0LUr5Q06EQu7QIid7cACFU	2015-05-22	03:49	False	0.567	0.746	6	-3.748	0	0.0511	0.0	0.392	0.578	128.03	4	894318486	898985245	progressive house
156	Locked Away (feat. Adam Levine)	7x5xYW5W42OGPAdHUyyguy	R. City	4TH4BHy0LdBi3dpBW4P2UX	What Dreams Are Made Of	4AUTMNSP56xicSznzKgzjB	2015-10-09	03:47	False	0.509	0.671	1	-5.709	1	0.0678	0.0	0.0452	0.55	118.413	5	653008124	870042135	dancehall,reggae fusion
157	Outside (feat. Ellie Goulding)	7MmG8p0F9N3C4AXdK6o6Eb	Calvin Harris	7CajNmpbOovFoOoasH2HaY	Motion	48zisMeiXniWLzOQghbPqS	2014-10-31	03:47	False	0.646	0.823	2	-4.123	0	0.0394	0.0	0.322	0.418	128.035	4	675403562	606586213	electropop,edm
158	FourFiveSeconds	5XzmZjXhMjDHr7ZfJ6DELQ	Rihanna	5pKCCKE2ajJHZ9KAiaK11H	FourFiveSeconds	3W6dGZZiH1GxBiQWE5CjzK	2015-01-24	03:8	False	0.579	0.268	2	-5.65	1	0.0442	0.0	0.12	0.321	205.903	4	829526170	484074283	acoustic,folk,soul
159	Maps	0DKT3yIip1M0W0J1HYS1ru	Maroon 5	04gDigrS5kc9YWfZHwBETP	V (Deluxe)	2xOAAj0YESnHbb0Fcrle5N	2014-08-29	03:10	False	0.741	0.715	1	-5.497	0	0.0293	0.0	0.0576	0.847	120.032	4	853560459	270059597	pop rock
160	Are You with Me - Radio Edit	5kBHXns5U8pjLWGwtbhT8d	Lost Frequencies	7f5Zgnp2spUuuzKplmRkt7	Are You With Me	6Ho73fLD13WVZZ2A7XDJC4	2014-08-01	02:19	False	0.776	0.574	5	-9.882	0	0.0317	7.83e-05	0.131	0.412	121.03	4	657840569	241623	country
161	Problem	3cySlItpiPiIAzU3NyHCJf	Ariana Grande	66CXWjxzNUsdJxJ2JdwvnR	Problem	5A6pzfa725ZA3rhDllmX58	2014-01-01	03:14	False	0.66	0.798	1	-5.326	0	0.162	2.2e-05	0.103	0.627	103.022	4	645013861	1311966877	dance-pop,r&b
162	Time of Our Lives	2bJvI42r8EF3wxjOuDav4r	Pitbull	0TnOYISbd1XYRBk9myaseg	Globalization	4EUf4YyNjuXypWY6W5wEDm	2014-11-21	03:49	True	0.721	0.802	1	-5.797	1	0.0583	0.0	0.694	0.724	124.022	4	797664788	31666982	dance-pop
163	Ain't Nobody (Loves Me Better)	5afHIkEcVhCF1Z1CTqMUXB	Felix Jaehn	4bL2B6hmLlMWnUEZnorEtG	Ain't Nobody (Loves Me Better)	3beitV4REkUMQn4BXZlD8F	2015-03-03	03:6	False	0.768	0.567	2	-7.046	0	0.0312	0.000277	0.07	0.471	117.974	4	585951471	405378093	r&b,funk
164	Good For You	6kBp8w67thoYqTUOQVSGFg	Selena Gomez	0C8ZW7ezQVs4URX5aX7Kqx	Good For You	316E0GBW7rpAFpQBEam2SX	2015-08-07	03:42	True	0.6	0.676	5	-6.447	0	0.0652	0.0	0.0741	0.217	88.928	4	577477111	489124568	pop,electro,r&b
